Dish_Name,Diet_Type,Ingredients_Text
गोअन मूलयाचो रोस रेसिपी - goan moolyacho ross,Vegetarian,"2 मूली - छिल ले,1/2 कप अरहर दाल,1/2 प्याज - बारीक काट ले,6 बड़े चमच्च नारियल - कस ले,1 हरी मिर्च - सीधा काट ले,4 सुखी लाल मिर्च,1 छोटा चमच्च धनिया के बीज,इमली - निम्बू जितनी,1/2 छोटा चमच्च गुड़ - कस ले,नमक - स्वाद अनुसार"
coconut chia pudding recipe,Vegetarian,"1/4 cup Chia Seeds,1 1/2 cup Tender coconut water,2 tablespoon Coconut milk - thick,1 Orange - zest,1/4 cup Blueberries,1 tablespoon Pistachios - crushed,Honey - optional,Mint Leaves (Pudina) - a few"
paneer frankie recipe - delicious kid friendly snack,High Protein Vegetarian,"4 Whole Wheat Tawa Paratha - made into round large sizes for rolls,4 Lettuce leaves,200 grams Paneer (Homemade Cottage Cheese) - cut into strips,1 Red Bell pepper (Capsicum) - thinly sliced,1 Onion - thinly sliced,4 tablespoons Del Monte Tandoori Mayo"
चकुंदर पनीर करी रेसिपी -  beetroot paneer curry recipe in coconut milk,High Protein Vegetarian,"200 ग्राम पनीर - काट ले,2 चकुंदर - छीलकर काट ले,1 प्याज - बारीक काट ले,2 हरी मिर्च - सीधा काट ले,1 इंच अदरक - कस ले,2 कली लहसुन - बारीक काट ले,1 छोटा चमच्च धनिया पाउडर,1 छोटा चमच्च हल्दी,1 छोटा चमच्च गरम मसाला पाउडर,3/4 कप नारियल का दूध,2 छोटे चमच्च तेल - प्रयोग अनुसार,नमक - स्वाद अनुसार,लाल मिर्च पाउडर - स्वाद अनुसार"
rajasthani gatte ka pulao recipe,Vegetarian,"1 cup Gram flour (besan),1/2 teaspoon Ajwain (Carom seeds),1/4 teaspoon Red Chilli powder,2 tablespoons Curd (Dahi / Yogurt),2 tablespoons Sunflower Oil,Salt - to taste,1 cup Cooked rice,1 tablespoon Ghee,4 cloves Garlic,1 Onion - finely chopped,1 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,1 Bay leaf (tej patta) - torn,3 Cloves (Laung),1 inch Cinnamon Stick (Dalchini),Salt - to taste,4 sprig Coriander (Dhania) Leaves - chopped"
पनीर कोफ्ता करी रेसिपी - paneer kofta curry recipe,Vegetarian,"250 ग्राम पनीर - कसा हुआ,3 बड़े चम्मच मैदा (ऑल पर्पस आटा),नमक - चुटकी भर,हरा धनिया - थोड़ा,1 छोटा चम्मच जीरा पाउडर,1 अदरक - कस ले,1 बड़ा चम्मच शहद,2 कप टमाटर प्यूरी,1 छोटा चम्मच धनिया पाउडर,1/2 छोटा चम्मच गरम मसाला पाउडर,1/4 छोटा चम्मच हल्दी पाउडर,1/4 कप हंग दही - या क्रीम,कसूरी मेथी - थोड़ा,नमक - स्वाद अनुसार,तेल - प्रयोग अनुसार"
chia seeds shikanji recipe,Vegetarian,"4 teaspoon Chia Seeds,3 cup Chilled water,1 cup Ice cubes,3 Lemon - juice,4 tablespoons Sugar - powdered,Black Salt (Kala Namak) - to taste,Cumin powder (Jeera) - a pinch,Black pepper powder - a pinch,Mint Leaves (Pudina) - chopped"
spiced coconut oatmeal with assorted fruits recipe,Vegetarian,"1/2 cup Instant Oats (Oatmeal),1 cup Lukewarm Water,1/4 cup Coconut milk,2 teaspoons Honey,1/4 teaspoon Cinnamon Powder (Dalchini),1/8 teaspoon Dry ginger powder,2 Ripe Bananas - sliced,3 Dates - sliced,2 tablespoon Anardana Powder (Pomegranate Seed Powder),2 tablespoons Walnuts,Salt - a pinch"
carrot and capsicum rice recipe,Vegetarian,"2 cups Cooked rice,1 teaspoon Cumin seeds (Jeera),3 to 4 Curry leaves,1 Green Chilli - thinly sliced,1 Carrot (Gajjar) - grated,1 Green Bell Pepper (Capsicum) - chopped finely,1 Onion - finely sliced,1/2 teaspoon Red Chilli powder,1/2 teaspoon Black pepper powder,Ghee - as required,Coriander (Dhania) Leaves - Few chopped sprigs to garnish,Salt - as required"
south indian one pot sambar rice recipe,Vegetarian,"1 teaspoon Ghee,2 tablespoons Chana dal (Bengal Gram Dal),1 tablespoon White Urad Dal (Split),1 tablespoon Coriander (Dhania) Seeds,1/4 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Mustard seeds,4 Dry Red Chillies,1/4 cup Fresh coconut - Roughly chopped,1 cup Rice - (Sona Masuri Variety),1/2 cup Pink Masoor Dal (Split),1/4 cup Potato (Aloo) - cubed,1/4 cup Green beans (French Beans) - chopped,1/4 cup Bottle gourd (lauki) - chopped,1/2 cup Onion - sliced,2 teaspoons Ghee,2 teaspoons Sunflower Oil,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),2 Dry Red Chillies,1 Green Chilli - slit,1/8 teaspoon Asafoetida (hing),1/2 teaspoon Turmeric powder (Haldi),1/3 cup Tamarind Water,1 tablespoon Jaggery,4 cups Water,Salt - to taste,2 tablespoons Coriander (Dhania) Leaves - chopped"
pineapple and dill granita recipe,Vegetarian,"750 grams Pineapple - peeled and cubed,2 sprig Dill leaves,1/3 cups Sugar,1/2 cup Water,1 cup Ice cubes"
spicy lemon chilli paneer tart with curry leaves recipe,Eggetarian,"300 grams All Purpose Flour (Maida),200 grams Butter (unsalted) - cut into small cubes and chilled,100 grams Icing Sugar,1 Whole Egg,1 teaspoon Salt,200 grams Paneer (Homemade Cottage Cheese) - cut into cubes,1/2 cup Green Bell Pepper (Capsicum) - diced into squares,1/2 cup Onion - diced,8 cloves Garlic - cut into strips,3 Green Chillies - slit,1/4 cup Spring Onion Greens - finely chopped,Salt - to taste,1 teaspoon Black pepper powder,1 teaspoon Turmeric powder (Haldi),1 teaspoon Green Chilli Sauce,1 sprig Curry leaves,1 teaspoon Mustard seeds,1 teaspoon Corn flour - mixed with 4 teaspoons water,1 Lemon - cut into 8 wedges"
bajri ki roti recipe,Diabetic Friendly,"2 cups Bajra Flour ( Pearl Millet),1/4 cup Whole Wheat Flour,Salt - to taste,1 tablespoon Ghee,Lukewarm Water - to bind the dough"
chinese style black sesame nai huang bao recipe (steamed custard buns),Vegetarian,"4 tablespoon Milk Powder,150 ml Coconut milk,50 grams Condensed Milk,2 Whole Eggs,Sunflower Oil - as required or 2 tablespoon melted butter,400 grams All Purpose Flour (Maida),100 grams Black sesame seeds - powdered,1 teaspoon Active dry yeast,280 ml Lukewarm Water,30 grams Sugar,3 tablespoon Sunflower Oil"
kesar shrikhand recipe - greek yogurt pudding with saffron,Vegetarian,"2 cups Hung Curd (Greek Yogurt) - (use low fat preferably),1 cup Caster Sugar,1 teaspoon Cardamom Powder (Elaichi),6 Saffron strands,1/4 cup Pistachios - sliced  or almonds will also do,1 cup Fresh fruits - of your choice"
matki chi usal recipe - spicy moth sprouted salad,Vegetarian,"1 cup Moth Sprouts (Matki),1/2 cup Horse Gram Dal (Kollu/ Kulith) - sprouted,1 teaspoon Ajwain (Carom seeds),1 teaspoon Mustard seeds,1 pinch Asafoetida (hing),1 teaspoon Red Chilli powder,2 tablespoon Fresh coconut - grated,1 Lemon juice,Salt - to taste,Water - as required,1 sprig Curry leaves,2 Dry Red Chillies"
egg korma recipe,Eggetarian,"4 Whole Eggs - hard boiled,2 tablespoon Sunflower Oil,1 tablespoon Cumin seeds (Jeera),2 Onions - chopped,2-3 Green Chilli - chopped,2 Tomatoes - chopped,1 tablespoon Ginger Garlic Paste,1 tablespoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 tablespoon Coriander Powder (Dhania),1/2 tablespoon Garam masala powder,1/2 cup Coconut milk,Salt - to taste,Coriander (Dhania) Leaves - small bunch"
कच्चे टमाटर की चटनी रेसिपी - raw tomato chutney (recipe in hindi),Vegetarian,"500 ग्राम टमाटर,4 हरी मिर्च,4 कली लहसुन,1 छोटा चमच्च मेथी के दाने,नमक - स्वाद अनुसार,1 छोटा चमच्च गुड़,1 टहनी कढ़ी पत्ता,1 प्याज - बारीक काट ले,1 छोटा चमच्च राइ,तेल - प्रयोग अनुसार"
broccoli rava idli recipe,Vegetarian,"1/2 cup Polenta,1/2 cup Sooji (Semolina/ Rava),1 cup Broccoli - grated,2 tablespoon Cashew nuts,1 cup Curd (Dahi / Yogurt),1/2 cup Water,2 Green Chilli - chopped,1 inch Ginger - finely chopped,1/4 teaspoon Asafoetida (hing),1 sprig Curry leaves,1 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1 teaspoon Sunflower Oil,1/2 teaspoon Enos fruit salt,Salt - to taste"
mushroom & goat cheese omelette with spinach recipe,Eggetarian,"2 Whole Eggs,1/4 cup Milk,100 grams Button mushrooms - quatered,1 teaspoon Dried oregano,1 teaspoon Black pepper powder,Salt - to taste,4 Spinach Leaves (Palak) - torn,50 grams Goat Cheese,1 tablespoon Butter,Sunflower Oil"
caramel folded plum cake recipe,Eggetarian,"1-1/2 cups Mixed dry fruits - I used apricot,3/4 cup Rum - or Double with orange juice,1/2 cup Sugar,1/2 cup Hot water,1 cup Vivatta Maida,1/2 teaspoon Baking powder,1/2 teaspoon Baking soda,3 Cloves (Laung),3 Cardamom (Elaichi) Pods/Seeds,1 pinch Cinnamon Powder (Dalchini),1 pinch Nutmeg powder,5 tablespoons Butter (unsalted),1/2 cup Sugar,2 Whole Eggs,1-1/2 cups Mixed nuts - I used almond,1/2 cup Tutti frutti,1 pinch Salt"
chole capsicum masala recipe,Vegetarian,"1 cup Kabuli Chana (White Chickpeas) - soaked and cooked until soft,Green Bell Pepper (Capsicum) - diced,2 Onions - finely chopped,2 teaspoons Ginger Garlic Paste,2 teaspoons Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/2 cup Cashew nuts,1 cup Homemade tomato puree,Sunflower Oil - for cooking,Salt - to taste"
chocolate ganache tart recipe,Vegetarian,"1 All Purpose Pie Crust,200 ml Heavy whipping cream - (Amul Cream),340 grams Dark chocolate - (bournville rich cocoa from india works fantastic),1 teaspoon Rock Salt,4 Fresh Cherries - (or fruits or whipped cream of your choice)"
konkani style mooga ghushi recipe-sprouted whole green gram in tangy coconut gravy,Vegetarian,"1/2 cup Green Moong Dal (Whole),1/2 cup Fresh coconut - grated,2 Dry Red Chilli - lightly roasted,1/4 teaspoon Tamarind Paste - or 1 small gooseberry sized tamarind (remove seeds and fibre if any),2 teaspoons Coconut Oil,1 teaspoon Mustard seeds,1 sprig Curry leaves,Salt - to taste"
thai flavoured vegetable noodles in coconut curry recipe,Vegetarian,"1 cup Egg noodles - (250 grams packet),1/4 cup Broccoli - cut into small florets,2 Carrots (Gajjar) - sliced,1/4 cup Purple cabbage - shredded,1/2 cup Button mushrooms - sliced,4 tablespoons Green peas (Matar),3 cloves Garlic - chopped,2 Fresh Red chillies - sliced diagonally,Salt - to taste,2 tablespoons Sunflower Oil,1 cup Coconut milk,2 tablespoons Raw Peanuts (Moongphali) - (roasted and skin removed),4 cloves Garlic,1 teaspoon Lemon juice,3 to 4 tablespoons Thai Red Curry Paste"
mambazha pulissery recipe - mango mor kuzhambu recipe,Vegetarian,"1 Mango (Ripe) - peel & slice,3 Green Chillies - slit,1/4 cup Fresh coconut - grated,1 teaspoon Cumin seeds (Jeera),1 tablespoon Jaggery,1/2 teaspoon Turmeric powder (Haldi),1/4 cup Curd (Dahi / Yogurt),1 tablespoons Coconut Oil,2 to 3 Dry Red Chilli,1 sprig Curry leaves,1/2 teaspoon Mustard seeds,Salt - to taste"
mangalorean style sonay sukka recipe - dry chickpea stir fry,Vegetarian,"1 cup Kabuli Chana (White Chickpeas) - soaked in water overnight and boile,1 teaspoon Mustard seeds,1 sprig Curry leaves,4 Cloves (Laung) - finely chopped,1 Onion - chopped,1/4 cup Fresh coconut - grated,1/4 cup Tamarind Water,Sunflower Oil - for cooking,Salt - to taste,3 Byadagi Dried Chillies,1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Cumin seeds (Jeera),1 teaspoon Whole Black Peppercorns,1 teaspoon Turmeric powder (Haldi)"
masala mixed sprouts sandwich recipe,High Protein Vegetarian,"8 Whole Wheat Brown Bread - sides cut,1/4 cup Green Moong Sprouts,1/4 cup Masoor Dal (Whole) - sprouted,1/4 cup Rajma (Large Kidney Beans) - sprouted,1/4 cup Kala Chana (Brown Chickpeas) - sprouted,1 Onion - finely chopped,1 Onion - finely sliced,1 Tomato - finely chopped,4 cloves Garlic - finely chopped,1 teaspoon Red Chilli powder,1 teaspoon Chaat Masala Powder,1/2 teaspoon Turmeric powder (Haldi),2 tablespoon Coriander (Dhania) Leaves - chopped,2 tablespoon Sunflower Oil,Salt - to taste"
sindhi kuneh ja bhee recipe (lotus stem chaat),Vegetarian,"200 grams Lotus Stem,1 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Chaat Masala Powder,1 teaspoon Black pepper powder,1/4 teaspoon Amchur (Dry Mango Powder),Salt - to taste,3 tablespoon Onions - finely chopped,Coriander (Dhania) Leaves - a few,1 tablespoon Green Chutney (Coriander & Mint),1/2 teaspoon Sweet Chutney (Date & Tamarind)"
eggless whole wheat and orange almond cake recipe,Vegetarian,"1-1/2 cups Whole Wheat Flour,1/2 cup Almond Meal (Badam Powder),1/2 cup Condensed Milk,1/2 cup Fresh orange juice - fresh or canned,50 grams Butter - cold,2/3 cup Sunflower Oil,1 teaspoon Baking soda,1 tablespoon Baking powder,pinch Salt,1/2 teaspoon Cinnamon Powder (Dalchini),1/2 tablespoon Vanilla Extract,1/2 cup Buttermilk,1 cup Badam (Almond) - sliced or blanched,1/4 cup Pistachios,1/4 cup Walnuts - diced"
"beetroot, sweet potato and oatmeal cutlet recipe",Vegetarian,"2 Beetroots - grated,2 Sweet Potatoes - boiled,1/2 cup Instant Oats (Oatmeal) - roasted,Sweet corn - a handful,2 Green Chillies - finely chopped,1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Cumin powder (Jeera),1/2 teaspoon Black Salt (Kala Namak),3 tablespoons Coriander (Dhania) Leaves - finely chopped,1 inch Ginger - grated,1/2 cup Whole Wheat Bread crumbs - made fresh,2 tablespoons Sunflower Oil,Salt - to taste"
punjabi lobia masala recipe (punjabi style black eyed beans curry),Vegetarian,"1 cup Black Eyed Beans (Lobia),2 Onions - finely chopped,2 Tomatoes,1 Green Chilli - slit,1/2 tablespoon Ginger - made into paste,1/2 tablespoon Garlic - made into paste,1 teaspoon Cumin seeds (Jeera),1 inch Cinnamon Stick (Dalchini),1 Bay leaves (tej patta),3 Cloves (Laung),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Cumin powder (Jeera),2 teaspoons Coriander Powder (Dhania),1 teaspoon Garam masala powder,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),1 inch Ginger - cut into juliennes for garnish,1 tablespoon Ghee,Salt - to taste"
delmonte beetballs pasta recipe,Vegetarian,"1 cup Masoor Dal (Whole),150 grams Beetroot,1 Onion,2 cloves Garlic,1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Coriander Powder (Dhania),1 teaspoon Salt,1/2 cup Whole Wheat Bread crumbs,Sunflower Oil - for deep frying,100 grams Del Monte Spaghetti Pasta,1 tablespoon Extra Virgin Olive Oil - + 1 teaspoon extra,4 cloves Garlic - chopped,1 tablespoon Dried oregano,1 tablespoon Parsley leaves,1-1/2 teaspoon Red Chilli flakes,4 Basil leaves,4 tablespoon Parmesan cheese - grated"
chicken teriyaki rice bowl recipe,High Protein Non Vegetarian,"200 grams Chicken breasts - cut into bite sized pieces,1/4 cup Sprig Ginger Teriyaki Sauce,1/2 cup Fresh orange juice,1 teaspoon Corn flour,4 cloves Garlic - chopped,1/4 cup Spring Onion Greens - chopped,1 cup Broccoli,1 cup Cooked rice,5 cloves Garlic - chopped,1/2 cup Spring Onion Greens - chopped,1 teaspoon Black pepper powder,Salt - to taste,Sunflower Oil"
strawberry smoothie bowl with chia seeds and muesli recipe,Vegetarian,"2 tablespoons Instant Oats (Oatmeal),2 Prunes - finely chopped,1 tablespoon Badam (Almond) - finely chopped,1 teaspoon Honey,1 cup Curd (Dahi / Yogurt) - low fat,Water - for cooking,2 tablespoons Muesli - Saffola Nutty Crunch,2 tablespoons Strawberries - chopped,1 tablespoon Chia Seeds"
oven roasted peaches and cream recipe,Vegetarian,"6 Peaches - ripe,1 tablespoon Butter - softened,1 tablespoon Sugar,1 pinch Cinnamon Powder (Dalchini),Walnuts - roasted,Mint Leaves (Pudina) - for garnish,200 ml Heavy whipping cream,3 tablespoons Icing Sugar,1 teaspoon Vanilla Extract"
karnataka style sorakkai palya recipe - karnataka style bottle gourd sabzi,Vegetarian,"1 Bottle gourd (lauki) - peeled and chopped,1 Tomato - chopped,1 teaspoon Cumin seeds (Jeera),1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2 tablespoon Sambar Powder,1 sprig Curry leaves,Salt - to taste,Sunflower Oil - for cooking"
andhra style multi lentil garelu (vada recipe),Vegetarian,"1/2 cup Chana dal (Bengal Gram Dal),1/2 cup Yellow Moong Dal (Split),1/2 cup White Urad Dal (Split),1/2 cup Rice flour,3/4 cup Whole Wheat Flour,8 to 9 Green Chillies,5 to 6 sprig Coriander (Dhania) Leaves,2 sprig Curry leaves,2 inch Ginger,Water - as required,Salt - to taste,Sunflower Oil - for deep frying"
